Close,SMA14,SMA50,SMA14IND,SMA50IND,Bulls,CCI,DM,OSMA,RSI,Stoch,Decision
1.31695,1.31245,1.30659,-0.00039,0.00035,0.00416,60,0.1,0.0005,0,30,BUY
1.3166,1.31262,1.30698,0.00016,0.00039,0.001,0,0.1,0.0005,0,20,WAIT
1.31698,1.31291,1.30750,0.00029,0.00052,-0.00481,-20,0,0.0005,0,0,SELL
1.31809,1.31335,1.30799,0.00043,0.00050,0.00181,20,0,0.0005,0,0,STRONGSELL
1.31743,1.31375,1.30850,0.00041,0.00051,-0.001,-20,0,0.0005,0,0,SELL
1.31496,1.31399,1.30899,0.00024,0.00049,0,-40,-0.1,0,0,-10,WAIT
1.31417,1.31373,1.30952,-0.00026,0.00053,-0.004,0,0,-0.0005,0,-20,WAIT
1.31475,1.31348,1.31000,-0.00025,0.00048,0.0035,20,0,0,0,0,WAIT
1.31446,1.31309,1.31035,-0.00039,0.00034,-0.0035,0,0,-0.0005,0,10,BUY
1.31348,1.31312,1.31057,0.00003,0.00022,-0.0005,-40,0.1,0,0,0,STRONGSELL
1.31426,1.31354,1.31082,0.00042,0.00025,0.001,20,0,0,0,0,WAIT
1.31735,1.31393,1.31107,0.00039,0.00026,0.00227,80,0.1,0,0,0,SELL
1.31017,1.31473,1.31143,0.00080,0.00035,0.00223,-280,-0.1,-0.0005,-10,-10,SELL
1.31417,1.31520,1.31159,0.00047,0.00016,-0.0045,139.95,0,0,10,10,STRONGSELL
1.31561,1.31527,1.31188,0.00007,0.00029,0.001,60.05,-0.1,0.0005,0,0,STRONGSELL
1.30862,1.31518,1.31225,-0.00010,0.00037,-0.003,-210,-0.1,-0.0005,-10,-10,SELL
1.30655,1.31461,1.31238,-0.00057,0.00013,-0.0025,0,0,-0.0005,0,-20,STRONGBUY
1.30428,1.31386,1.31245,-0.00075,0.00007,0.0015,10,-0.1,0,-10,-10,STRONGBUY
1.3065,1.31288,1.31249,-0.00099,0.00004,-0.001,80,0,-0.00025,10,0,STRONGBUY
1.3117,1.31210,1.31256,-0.00078,0.00007,0.006,100,0.2,0.00025,10,20,SELL
1.3123,1.31186,1.31286,-0.00023,0.00030,-0.0005,20,0,0.0005,0,30,BUY
1.31132,1.31173,1.31320,-0.00013,0.00034,-0.001,-20,-0.1,0.0005,-10,10,STRONGBUY
1.31034,1.31148,1.31326,-0.00025,0.00005,0.00075,0,0,0,0,0,STRONGBUY
1.31332,1.31119,1.31326,-0.00029,0.00001,0.00275,60,0.1,0.0005,10,0,STRONGBUY
1.31906,1.31118,1.31332,-0.00001,0.00005,0.002,100,0,0.0005,0,0,STRONGBUY
1.32467,1.31152,1.31346,0.00034,0.00015,0.00525,40,0.1,0.001,10,10,BUY
1.32613,1.31204,1.31365,0.00052,0.00018,0,-20,0,0.0005,0,10,WAIT
1.32538,1.31318,1.31384,0.00114,0.00019,-0.00275,-40,0,0,0,0,WAIT
1.32713,1.31398,1.31413,0.00080,0.00030,0.00275,-20,0.1,0,0,0,SELL
1.32674,1.31481,1.31447,0.00082,0.00033,nan,-20,0.1,0,0,-10,SELL
1.32628,1.31610,1.31479,0.00129,0.00032,-0.001,-20,0,0,0,0,WAIT
1.32604,1.31751,1.31509,0.00141,0.00030,-0.001,0,0,-0.0005,0,-20,STRONGBUY
1.32508,1.31907,1.31530,0.00155,0.00021,-0.0025,-20,0,-0.0005,0,-10,BUY
nan,1.32039,1.31553,0.00133,0.00023,-0.0005,0,-0.1,-0.0005,0,0,STRONGBUY
1.3305,1.32140,1.31563,0.00101,0.00010,0.0035,40,0,0,0,10,SELL
1.32772,1.32270,1.31580,0.00130,0.00017,-0.001,-20,0,-0.0005,0,10,WAIT
1.33106,1.32388,1.31599,0.00117,0.00018,0.0005,60,0,0,0,10,STRONGSELL
1.32864,1.32536,1.31631,0.00148,0.00033,-0.001,-60,0,0,0,-10,SELL
1.32847,1.32645,1.31664,0.00109,0.00032,-0.00251,-20,0,0,0,0,SELL
1.32756,1.32712,1.31699,0.00067,0.00035,-0.00074,-40,-0.2,-0.0005,-10,-20,STRONGSELL
1.32582,1.32733,1.31729,0.00021,0.00030,-0.00125,-80,0,0,0,-10,STRONGSELL
1.32576,1.32731,1.31753,-0.00002,0.00024,0.0005,0,0,-0.0005,0,-10,STRONGSELL
1.31794,1.32733,1.31767,0.00003,0.00014,-0.001,-130,-0.2,-0.0005,-10,-10,STRONGBUY
1.317,1.32668,1.31767,-0.00066,0.00000,-0.0055,0,0,-0.0005,0,-10,STRONGBUY
1.31957,1.32598,1.31761,-0.00070,-0.00006,0.0015,70,0,-0.0005,0,0,STRONGBUY
1.32323,1.32550,1.31772,-0.00048,0.00011,0.0055,79.95,0.2,0.0005,10,20,WAIT
1.32417,1.32530,1.31803,-0.00020,0.00031,0,20.05,0,0.0005,0,20,STRONGSELL
1.32671,1.32524,1.31834,-0.00006,0.00031,0.002,60,0,0.0005,0,20,STRONGSELL
1.32295,1.32530,1.31875,0.00006,0.00041,-0.0015,-60,-0.1,0,0,0,STRONGSELL
1.32043,1.32476,1.31914,-0.00054,0.00039,-0.0035,-40,0,0,-10,-20,STRONGSELL
1.31731,1.32424,1.31929,-0.00052,0.00015,-0.001,-40,0,0,0,-30,STRONGBUY
1.31588,1.32325,1.31929,-0.00098,0.00001,-0.003,0,0,-0.0005,0,-20,WAIT
1.31463,1.32234,1.31928,-0.00091,-0.00001,0.00045,0,-0.1,0,-10,0,STRONGSELL
1.32031,1.32135,1.31923,-0.00099,-0.00005,0.00455,100,0.1,0,10,20,STRONGSELL
1.31591,1.32084,1.31928,-0.00052,0.00004,-0.0005,-80,0.1,0,0,10,WAIT
1.31127,1.32013,1.31925,-0.00071,-0.00003,-0.0025,-60,-0.1,0,-10,0,STRONGBUY
1.31278,1.31909,1.31917,-0.00103,-0.00007,-0.0025,40,0.1,0,10,-10,BUY
1.31585,1.31873,1.31914,-0.00037,-0.00003,0.003,59.95,0,0,0,10,STRONGSELL
1.31705,1.31864,1.31917,-0.00008,0.00002,0.0025,20.05,0.1,0.0005,0,20,STRONGSELL
1.31556,1.31846,1.31922,-0.00018,0.00005,0.001,-20.05,-0.1,0.0005,0,10,STRONGSELL
1.30933,1.31792,1.31926,-0.00055,0.00004,-0.0015,-99.95,-0.1,-0.0005,-10,-10,STRONGSELL
1.30802,1.31686,1.31916,-0.00106,-0.00010,-0.006,-20,-0.1,0,0,-20,STRONGSELL
1.30592,1.31552,1.31897,-0.00134,-0.00019,0.0015,0,0,-0.0005,0,-20,STRONGSELL
1.3024,1.31430,1.31889,-0.00122,-0.00009,-0.002,0,0,0,0,0,WAIT
1.30046,1.31302,1.31865,-0.00129,-0.00024,-0.0015,20,0,-0.0005,-10,-10,STRONGBUY
1.3001,1.31181,1.31835,-0.00120,-0.00030,0.001,20,0,0,0,0,STRONGBUY
1.30331,1.31069,1.31818,-0.00113,-0.00017,0.002,60,0.1,0,10,20,STRONGBUY
1.31027,1.30988,1.31812,-0.00081,-0.00006,0.008,80,0,0.001,10,30,BUY
1.31303,1.30916,1.31823,-0.00072,0.00012,0.003,40,0.1,0.001,10,20,BUY
1.31328,1.30895,1.31837,-0.00021,0.00013,-0.0015,0,0,0.0005,0,10,STRONGBUY
1.31167,1.30910,1.31840,0.00014,0.00003,-0.0015,-20,0.1,0.0005,-10,0,STRONGBUY
1.31442,1.30902,1.31838,-0.00008,-0.00001,0.003,40,0,0.0005,10,0,WAIT
1.31737,1.30892,1.31845,-0.00010,0.00006,0.002,40,0,0.0005,0,-10,STRONGBUY
1.3148,1.30894,1.31859,0.00002,0.00014,-0.003,-20,0,0,0,-10,STRONGBUY
1.31418,1.30888,1.31862,-0.00005,0.00003,-0.001,-20,0.1,-0.0005,0,-10,STRONGBUY
1.3208,1.30923,1.31852,0.00035,-0.00010,0.00825,60,0.1,0.0005,0,0,STRONGBUY
1.321,1.31014,1.31844,0.00091,-0.00008,-0.00525,-20,0,0,0,10,STRONGBUY
1.32337,1.31122,1.31834,0.00108,-0.00010,0.0005,20,0.1,0,10,20,WAIT
1.32434,1.31272,1.31830,0.00150,-0.00004,0.00475,0,0,0,0,0,WAIT
1.32454,1.31442,1.31824,0.00171,-0.00006,nan,-20,0,0,0,-10,STRONGBUY
1.32332,1.31617,1.31820,0.00175,-0.00004,-0.003,-20,0.1,-0.0005,0,-10,WAIT
1.3247,1.31760,1.31814,0.00143,-0.00006,0.0005,0,-0.2,0,0,0,SELL
1.3282,1.31863,1.31811,0.00103,-0.00003,0.002,40,0,0,0,10,STRONGSELL
1.32318,1.31971,1.31818,0.00108,0.00006,-0.0005,-80,0,-0.0005,-10,-10,WAIT
1.32236,1.32042,1.31812,0.00071,-0.00005,-0.00454,-20,-0.1,-0.0005,0,-10,WAIT
1.32442,1.32118,1.31796,0.00076,-0.00016,0.00204,20,0,-0.0005,0,-10,WAIT
1.3232,1.32190,1.31789,0.00071,-0.00007,-0.001,-20,0,0,0,0,WAIT
1.32148,1.32232,1.31774,0.00042,-0.00016,-0.0015,-80.05,0,-0.0005,0,-10,BUY
1.32381,1.32279,1.31759,0.00048,-0.00014,-0.0005,60.05,0,0,0,0,BUY
1.3234,1.32348,1.31750,0.00069,-0.00009,0.0015,-20,-0.1,0,0,0,BUY
1.32268,1.32367,1.31742,0.00019,-0.00008,-0.001,-60,0,-0.0005,0,10,STRONGBUY
1.32519,1.32379,1.31735,0.00012,-0.00006,0.00062,140,0,0.0005,0,0,BUY
1.32476,1.32392,1.31734,0.00013,-0.00001,-0.00112,-20,-0.1,0,0,10,STRONGBUY
1.32584,1.32395,1.31748,0.00003,0.00014,0,40,0,0,0,20,BUY
1.32777,1.32404,1.31766,0.00009,0.00018,0.0012,60,0.1,0.0005,10,10,STRONGBUY
1.33095,1.32436,1.31782,0.00032,0.00016,0.0053,40,0.2,0,0,0,STRONGBUY
1.32829,1.32480,1.31797,0.00045,0.00015,-0.0035,-80,-0.1,0,0,-10,STRONGBUY
1.33338,1.32481,1.31806,0.00001,0.00008,0.002,80,0.1,0.0005,0,0,STRONGBUY
1.33738,1.32554,1.31819,0.00073,0.00013,0.002,0,0.1,0.0005,10,0,BUY
1.33657,1.32661,1.31848,0.00107,0.00029,-0.001,-40,0,0,-10,20,STRONGBUY
1.33695,1.32748,1.31880,0.00087,0.00032,-0.0015,-20,0,0,0,0,STRONGBUY
1.33875,1.32846,1.31919,0.00098,0.00039,0.002,-20,0.1,0,10,-10,STRONGBUY
1.34521,1.32969,1.31965,0.00123,0.00046,0.00325,40,0,0.0005,0,10,WAIT
1.34641,1.33122,1.32026,0.00153,0.00061,0,0,0,0,0,-10,SELL
1.34478,1.33287,1.32078,0.00164,0.00052,0,-40,0,0,0,0,STRONGSELL
1.34488,1.33445,1.32136,0.00158,0.00058,-0.00275,-20,0,-0.0005,0,-10,STRONGSELL
1.3442,1.33585,1.32203,0.00141,0.00067,-0.002,-20,-0.1,0,0,-10,STRONGSELL
1.34022,1.33724,1.32266,0.00139,0.00063,0,-40,0,-0.001,-10,-20,WAIT
1.33839,1.33827,1.32315,0.00103,0.00049,-0.005,-40,-0.1,-0.0005,-10,-20,BUY
1.33896,1.33903,1.32358,0.00076,0.00043,0.0005,0,-0.1,-0.0005,0,-10,STRONGBUY
1.33939,1.33960,1.32404,0.00057,0.00047,-0.0005,0,0,-0.0005,10,10,STRONGBUY
1.34097,1.34039,1.32465,0.00079,0.00060,0,20,0,0,0,10,BUY
1.34418,1.34093,1.32531,0.00054,0.00066,0.0025,60,0,0.0005,0,20,WAIT
1.3445,1.34142,1.32607,0.00049,0.00077,0.0005,-20,0,0,0,10,BUY
1.34299,1.34199,1.32691,0.00057,0.00084,-0.0005,-40,0,0,0,10,STRONGBUY
1.34495,1.34242,1.32776,0.00043,0.00085,0.0005,40,-0.1,0.0005,0,0,BUY
1.34583,1.34286,1.32866,0.00044,0.00090,-0.0005,40,-0.1,0,0,0,SELL
nan,1.34290,1.32951,0.00004,0.00085,0.0005,40,0,0,10,10,SELL
1.34722,1.34302,1.33027,0.00012,0.00076,-0.0005,-20,0,0.00025,-10,0,STRONGSELL
1.34398,1.34320,1.33095,0.00017,0.00068,-0.0005,-80,-0.1,-0.00025,-10,-10,STRONGSELL
1.34559,1.34313,1.33156,-0.00006,0.00061,-0.0015,20,0,0,10,-10,STRONGSELL
1.33459,1.34323,1.33224,0.00010,0.00068,0,-220,-0.1,-0.001,-20,-30,SELL
1.33232,1.34283,1.33265,-0.00040,0.00040,-0.009,-20,0.1,-0.00075,-10,-20,WAIT
1.33357,1.34240,1.33295,-0.00043,0.00030,0.0005,60,-0.1,-0.00025,10,-10,SELL
1.33329,1.34201,1.33332,-0.00039,0.00038,0.00164,20,0.1,-0.0005,0,0,SELL
1.33251,1.34158,1.33370,-0.00044,0.00038,0.00036,0,-0.1,0,0,10,WAIT
1.33078,1.34097,1.33394,-0.00060,0.00023,-0.00041,0,-0.1,0,-10,0,WAIT
1.33108,1.34002,1.33413,-0.00096,0.00020,0.00091,20,0,0.0005,0,10,WAIT
1.33161,1.33906,1.33429,-0.00096,0.00015,-0.00105,20,0,0,0,10,STRONGSELL
1.33099,1.33824,1.33443,-0.00081,0.00015,0.00205,0,0,0.0005,0,10,STRONGSELL
1.33013,1.33725,1.33456,-0.00100,0.00013,-0.0015,0,0,0.0005,0,0,STRONGSELL
1.32428,1.33613,1.33470,-0.00112,0.00014,0,-80,-0.1,-0.0005,-10,-20,STRONGSELL
1.31949,1.33442,1.33469,-0.00170,-0.00001,-0.0025,-50,0,0,0,-20,WAIT
1.31968,1.33244,1.33451,-0.00198,-0.00017,-0.0025,30,0,-0.0005,0,0,WAIT
1.31979,1.33071,1.33444,-0.00174,-0.00007,0.001,40,0,0,0,0,WAIT
1.31938,1.32887,1.33439,-0.00184,-0.00005,0.0015,20,0.1,0.0005,0,0,BUY
1.31997,1.32778,1.33429,-0.00109,-0.00010,0.0005,20,0,0,0,10,BUY
1.31917,1.32690,1.33423,-0.00088,-0.00006,0.001,20,0,0.0005,0,10,BUY
1.32188,1.32587,1.33418,-0.00103,-0.00005,0.003,19.95,0,0.0005,10,30,WAIT
1.32217,1.32505,1.33414,-0.00081,-0.00004,0.0005,20.05,0.1,0.0005,0,20,SELL
1.32158,1.32431,1.33412,-0.00074,-0.00002,-0.0005,0,0,0.0005,0,0,STRONGSELL
1.3213,1.32366,1.33410,-0.00066,-0.00002,0,0,0,0,0,0,STRONGSELL
1.32056,1.32296,1.33402,-0.00070,-0.00008,-0.0005,0,0,0,0,-10,STRONGSELL
1.31375,1.32217,1.33393,-0.00079,-0.00008,0.0005,-170,-0.1,0,-10,-30,SELL
1.31206,1.32094,1.33369,-0.00123,-0.00024,-0.004,0,0,-0.0005,0,-20,BUY
1.31206,1.31965,1.33338,-0.00129,-0.00031,-0.001,30,0,-0.0005,0,-10,BUY
1.31134,1.31877,1.33300,-0.00087,-0.00038,0.0005,40,0,0,0,10,STRONGBUY
1.31486,1.31819,1.33266,-0.00058,-0.00034,0.003,79.95,0.1,0.0005,10,10,STRONGSELL
1.31391,1.31785,1.33229,-0.00034,-0.00037,0.0005,-19.95,0.1,0,0,10,WAIT
1.31488,1.31743,1.33182,-0.00042,-0.00047,0.0015,40,0,0,0,20,WAIT
1.31174,1.31711,1.33139,-0.00032,-0.00043,-0.0005,-60,-0.1,0.0005,0,0,STRONGBUY
1.3136,1.31652,1.33088,-0.00059,-0.00050,0.0015,39.95,0.1,0,0,0,STRONGBUY
1.31503,1.31612,1.33038,-0.00040,-0.00050,-0.001,40.05,-0.1,0.0005,0,0,STRONGBUY
1.31492,1.31563,1.32978,-0.00049,-0.00060,0.0005,0,0,0,0,20,STRONGBUY
1.31696,1.31511,1.32915,-0.00052,-0.00063,0.0025,80,0.1,0.0005,10,10,STRONGBUY
1.32132,1.31478,1.32859,-0.00033,-0.00056,0.004,120,0.1,0.0005,10,0,STRONGBUY
1.32401,1.31479,1.32812,0.00000,-0.00047,0.0035,0,0.1,0,0,0,BUY
1.32585,1.31503,1.32772,0.00025,-0.00040,-0.001,0,0.2,0.0005,10,0,SELL
1.3276,1.31590,1.32743,0.00086,-0.00029,0.0005,-20,0.1,0.0005,0,0,STRONGSELL
1.32693,1.31701,1.32721,0.00111,-0.00022,-0.0025,-60,0,0,0,0,STRONGSELL
1.32333,1.31807,1.32697,0.00106,-0.00024,-0.001,-60,-0.1,-0.0005,-10,-10,STRONGSELL
1.32266,1.31892,1.32665,0.00086,-0.00032,-0.0025,0,-0.1,-0.0005,0,-30,STRONGSELL
1.31126,1.31948,1.32629,0.00056,-0.00037,-0.0005,-160,-0.2,-0.001,-20,-30,SELL
1.3107,1.31929,1.32563,-0.00019,-0.00066,-0.0085,20,0,-0.001,0,-10,WAIT
1.31221,1.31899,1.32495,-0.00030,-0.00068,0.0005,0,0,-0.0005,0,0,SELL
1.30957,1.31903,1.32434,0.00003,-0.00062,0.001,-20,0,-0.0005,0,0,BUY
1.31076,1.31874,1.32363,-0.00029,-0.00071,-0.0005,20,0,-0.0005,0,10,STRONGBUY
1.31081,1.31843,1.32293,-0.00031,-0.00070,0.003,20,0,0,0,0,STRONGBUY
1.31242,1.31814,1.32218,-0.00029,-0.00075,0,19.95,0,0.0005,10,20,STRONGBUY
1.31479,1.31782,1.32148,-0.00032,-0.00070,0.0025,20.05,-0.1,0.0005,0,40,BUY
1.31547,1.31735,1.32090,-0.00047,-0.00058,0,20,-0.1,0.0005,0,10,STRONGSELL
1.31796,1.31674,1.32030,-0.00061,-0.00060,0.00293,40,0.1,0.0005,10,10,STRONGSELL
1.31616,1.31618,1.31997,-0.00056,-0.00033,-0.00043,-20,0,0.0005,-10,-10,STRONGSELL
1.31163,1.31536,1.31964,-0.00082,-0.00032,-0.0005,-60.05,-0.1,-0.0005,0,-30,STRONGSELL
1.30807,1.31427,1.31920,-0.00109,-0.00044,-0.0045,-59.95,0,0,-10,-20,SELL
1.30713,1.31318,1.31870,-0.00109,-0.00050,0.001,-20,0,-0.0005,0,-20,SELL
1.30816,1.31207,1.31819,-0.00111,-0.00051,-0.00298,40,0.1,-0.00025,0,0,WAIT
1.3067,1.31185,1.31774,-0.00022,-0.00045,0.00098,-20,0.1,-0.00025,0,0,SELL
1.30426,1.31156,1.31725,-0.00029,-0.00049,0,-20,-0.1,0,0,0,SELL
1.30731,1.31099,1.31670,-0.00057,-0.00055,0,60,0,0,0,10,STRONGSELL
1.30484,1.31083,1.31623,-0.00016,-0.00047,0.002,-20,0.1,0,0,0,SELL
1.30236,1.31041,1.31573,-0.00042,-0.00051,-0.0025,-20,-0.1,0,0,10,BUY
1.30299,1.30980,1.31529,-0.00060,-0.00044,-0.001,20,0,0,0,-10,BUY
1.30268,1.30913,1.31496,-0.00067,-0.00033,0.001,0,-0.1,0,0,0,STRONGBUY
1.30519,1.30827,1.31462,-0.00086,-0.00034,0.002,39.95,0.1,0.0005,10,10,STRONGBUY
1.30439,1.30753,1.31433,-0.00073,-0.00029,0.0015,0,-0.1,0,-10,10,BUY
1.30702,1.30656,1.31403,-0.00097,-0.00030,0.001,80.05,0,0.0005,10,20,BUY
1.30954,1.30591,1.31377,-0.00065,-0.00026,0.0035,100,0.2,0.0005,0,10,SELL
1.30715,1.30576,1.31357,-0.00015,-0.00019,-0.002,-80,0.2,0,0,0,WAIT
1.30862,1.30569,1.31328,-0.00007,-0.00029,-0.0005,40,-0.1,0.0005,0,-10,STRONGBUY
1.30741,1.30580,1.31301,0.00011,-0.00027,0.0005,-40,0.1,0,0,-10,STRONGBUY
1.30619,1.30575,1.31272,-0.00005,-0.00028,-0.001,-40,-0.1,-0.0005,0,-10,STRONGBUY
1.31737,1.30571,1.31242,-0.00004,-0.00030,0.01075,180,0.2,0.001,20,20,WAIT
1.31713,1.30665,1.31236,0.00094,-0.00006,-0.00375,0,0,0,0,10,WAIT
1.31735,1.30735,1.31243,0.00070,0.00007,-0.0015,-40,0,0.0005,0,20,WAIT
1.3165,1.30824,1.31253,0.00089,0.00011,-0.0005,-40,0.1,0,-10,-10,STRONGBUY
1.3167,1.30925,1.31262,0.00101,0.00009,-0.001,-20,0,-0.0005,10,0,STRONGBUY
1.31671,1.31023,1.31273,0.00098,0.00011,-0.001,-20,-0.1,0,0,0,STRONGBUY
1.32059,1.31123,1.31277,0.00100,0.00004,0.0025,40,0.1,0,0,0,BUY
1.32381,1.31233,1.31290,0.00110,0.00013,0.00525,20,0,0,0,-10,WAIT
1.32345,1.31372,1.31308,0.00139,0.00018,-0.00425,-20,0,0,0,10,STRONGSELL
nan,1.31489,1.31331,0.00117,0.00023,-0.001,-20,-0.1,0,0,-10,WAIT
1.32317,1.31583,1.31349,0.00093,0.00018,-0.001,0,0,-0.0005,0,0,WAIT
1.32042,1.31697,1.31365,0.00114,0.00016,-0.0005,-40,-0.1,-0.0005,-10,-20,BUY
1.3234,1.31781,1.31376,0.00084,0.00011,-0.0005,40,0,0,10,10,STRONGBUY
1.32287,1.31896,1.31389,0.00114,0.00013,0.0005,-20,0.1,0,0,-10,STRONGBUY
1.3229,1.32015,1.31392,0.00119,0.00003,-0.0025,-20,-0.2,-0.0005,0,20,BUY
1.32757,1.32054,1.31390,0.00040,-0.00002,0.004,100,0.1,0,0,10,STRONGSELL
1.32756,1.32129,1.31394,0.00075,0.00003,-0.0015,-20,0,0,0,0,STRONGSELL
1.32544,1.32202,1.31394,0.00073,0.00000,0.0005,-60,0,0,0,0,STRONGSELL
1.31981,1.32266,1.31391,0.00064,-0.00003,-0.00268,-180,-0.1,-0.0005,-10,-30,BUY
1.32026,1.32288,1.31384,0.00022,-0.00007,-0.00432,0,0,-0.0005,0,-30,STRONGBUY
1.32121,1.32313,1.31379,0.00025,-0.00005,0.001,40,-0.1,0,0,0,STRONGSELL
1.32226,1.32318,1.31399,0.00004,0.00020,0.0025,40,0,0,0,10,STRONGSELL
1.32438,1.32307,1.31422,-0.00011,0.00023,0,80,0,0,0,10,STRONGSELL
1.31599,1.32313,1.31446,0.00007,0.00024,0.0015,-240,-0.1,-0.0005,-10,0,STRONGBUY
1.31646,1.32266,1.31459,-0.00047,0.00013,-0.0075,40,0,0,0,-10,STRONGBUY
1.31814,1.32218,1.31470,-0.00048,0.00011,0.003,60,0.1,0,0,-10,BUY
1.3198,1.32202,1.31485,-0.00016,0.00015,0,39.95,0,0,10,10,STRONGBUY
1.32007,1.32176,1.31500,-0.00026,0.00015,0.00125,20.05,0,0.00025,0,10,STRONGBUY
1.31981,1.32156,1.31510,-0.00020,0.00011,-0.00025,0,0,0.00025,0,10,STRONGBUY
1.32628,1.32134,1.31519,-0.00022,0.00009,0.0075,140,0.1,0.0005,10,20,WAIT
1.32727,1.32125,1.31536,-0.00009,0.00017,-0.002,40,0,0.0005,0,10,WAIT
1.32629,1.32123,1.31558,-0.00002,0.00022,-0.0005,-40,0,0.0005,0,-10,WAIT
1.3269,1.32129,1.31587,0.00006,0.00029,-0.0015,0,0.1,0,0,0,STRONGSELL
1.32649,1.32179,1.31625,0.00051,0.00038,0.0005,-20,0,0,0,0,STRONGBUY
1.32575,1.32224,1.31664,0.00045,0.00039,-0.0015,-40,0,0,-10,0,STRONGBUY
1.32171,1.32256,1.31699,0.00032,0.00035,-0.0005,-60,-0.2,-0.0005,-10,-20,STRONGBUY
1.33125,1.32252,1.31729,-0.00004,0.00030,0.0055,140,0.1,0.0005,20,10,STRONGBUY
1.33319,1.32302,1.31783,0.00049,0.00054,0,20,0.2,0,0,10,BUY
1.33561,1.32424,1.31834,0.00123,0.00052,0.0015,20,0,0.0005,0,20,WAIT
1.33528,1.32561,1.31896,0.00137,0.00062,-0.0015,-40,0,0,0,0,SELL
1.33528,1.32684,1.31962,0.00122,0.00066,-0.0015,-20,0,0,0,0,SELL
1.33612,1.32794,1.32026,0.00111,0.00065,0.0015,0,0,0,0,-10,STRONGSELL
1.33381,1.32909,1.32093,0.00115,0.00067,-0.002,-60,-0.1,-0.0005,0,-10,SELL
1.3341,1.33009,1.32151,0.00100,0.00057,-0.00246,0,-0.1,0,0,-30,WAIT
1.33181,1.33065,1.32210,0.00056,0.00059,-0.00104,-40,0,-0.0005,-10,-20,BUY
1.33218,1.33097,1.32260,0.00032,0.00050,-0.0005,0,0,-0.0005,0,-10,WAIT
1.33311,1.33139,1.32305,0.00042,0.00045,-0.0005,20,0,0,10,0,SELL
1.33438,1.33184,1.32357,0.00044,0.00052,0.0035,20,0,0,0,20,SELL
1.33153,1.33240,1.32408,0.00056,0.00052,-0.001,-80,0,-0.0005,-10,0,WAIT
1.33114,1.33281,1.32457,0.00041,0.00048,-0.004,-80,0.1,0,0,0,WAIT
1.33146,1.33349,1.32506,0.00067,0.00050,0.001,20,-0.1,0,0,0,STRONGSELL
nan,1.33350,1.32535,0.00001,0.00028,0,20,0,0,0,0,STRONGSELL
1.33152,1.33339,1.32564,-0.00011,0.00029,0,0,-0.1,0,0,10,STRONGSELL
1.32828,1.33309,1.32592,-0.00029,0.00028,0.002,-100,0,-0.0005,-10,-10,BUY
1.32788,1.33259,1.32615,-0.00050,0.00024,-0.005,0,0,0,0,0,STRONGBUY
1.32757,1.33207,1.32638,-0.00053,0.00022,-0.0005,0,-0.1,0,0,-10,STRONGBUY
1.32987,1.33146,1.32660,-0.00061,0.00022,0.0025,119.95,0.1,0,10,10,STRONGBUY
1.33479,1.33117,1.32678,-0.00028,0.00019,0.00475,200.05,0.1,0.0005,10,20,WAIT
1.3349,1.33122,1.32700,0.00005,0.00022,0.00025,-20,0,0.0005,0,20,SELL
1.33487,1.33144,1.32723,0.00022,0.00023,0.0005,-20,0,0.0005,0,10,WAIT
1.33429,1.33164,1.32747,0.00019,0.00025,-0.0015,-20,0,0,-10,-10,WAIT
1.33309,1.33172,1.32770,0.00008,0.00022,-0.0015,-40,-0.1,0,0,-10,WAIT
1.33408,1.33163,1.32795,-0.00009,0.00025,-0.0005,20,0.1,0,0,-10,BUY
1.33393,1.33181,1.32816,0.00018,0.00021,0.0025,-20,0.1,0,0,-10,STRONGSELL
1.33363,1.33201,1.32839,0.00020,0.00022,-0.003,0,-0.1,0,0,0,SELL
1.33522,1.33216,1.32860,0.00015,0.00021,0.003,20,0.1,0,10,0,STRONGSELL
1.32915,1.33242,1.32875,0.00026,0.00015,-0.00121,-140,-0.1,-0.0005,-20,-10,STRONGBUY
1.33257,1.33225,1.32878,-0.00017,0.00003,-0.00229,80,0,0,10,0,WAIT
1.33167,1.33256,1.32893,0.00031,0.00014,-0.0005,-60.05,0.1,0,0,0,BUY
1.33462,1.33283,1.32916,0.00027,0.00024,0.002,100.05,0,0,0,20,SELL
1.3332,1.33333,1.32945,0.00050,0.00029,-0.0005,-80,0,0,0,0,WAIT
1.33449,1.33357,1.32969,0.00024,0.00024,0.00139,80,-0.1,0,0,10,STRONGSELL
1.33167,1.33355,1.32994,-0.00002,0.00024,-0.00189,-140,-0.1,0,-10,-10,STRONGSELL
1.33398,1.33332,1.33008,-0.00023,0.00015,0,140,0,0,10,0,STRONGSELL
1.32347,1.33326,1.33044,-0.00006,0.00036,0.0005,-250,-0.1,-0.0005,-20,-30,STRONGSELL
1.31936,1.33248,1.33058,-0.00077,0.00014,-0.0085,0,0,-0.001,0,-10,STRONGSELL
1.31969,1.33150,1.33061,-0.00098,0.00002,-0.002,30,0,0,0,-10,STRONGSELL
1.31746,1.33048,1.33060,-0.00103,0.00000,0.002,20,-0.1,-0.0005,0,0,STRONGSELL
1.31343,1.32930,1.33055,-0.00118,-0.00005,-0.0015,0,0,-0.0005,-10,0,WAIT
1.31391,1.32786,1.33042,-0.00144,-0.00013,-0.0015,40,-0.1,0,0,10,BUY
1.31393,1.32633,1.33018,-0.00152,-0.00025,0.0015,20,0,0,0,0,STRONGSELL
